X product,,,,,,,,,,,,,,,Y product,,,,,,,,,,,,,,,Z product,,,,,,,,,,,,,,,A product,,,,,,,,,,,,,,,B product,,,,,,,,,,,,,,,C product,,,,,,,,,,,,,,,D product,,,,,,,,,,,,,,,E product,,,,,,,,,,,,,,,F product,,,,,,,,,,,,,,,G product,,,,,,,,,,,,,,,H product,,,,,,,,,,,,,,
,Sales,Favorite count,Click count,Basket count,Stock,Price,Rating,Review,"""Notify me"" count",Variant(size),Remove from favorite,Impression,Gender,,,Sales,Favorite count,Click count,Basket count,Stock,Price,Rating,Review,"""Notify me"" count",Variant(size),Remove from favorite,Impression,Gender,,,Sales,Favorite count,Click count,Basket count,Stock,Price,Rating,Review,"""Notify me"" count",Variant(size),Remove from favorite,Impression,Gender,,,Sales,Favorite count,Click count,Basket count,Stock,Price,Rating,Review,"""Notify me"" count",Variant(size),Remove from favorite,Impression,Gender,,,Sales,Favorite count,Click count,Basket count,Stock,Price,Rating,Review,"""Notify me"" count",Variant(size),Remove from favorite,Impression,Gender,,,Sales,Favorite count,Click count,Basket count,Stock,Price,Rating,Review,"""Notify me"" count",Variant(size),Remove from favorite,Impression,Gender,,,Sales,Favorite count,Click count,Basket count,Stock,Price,Rating,Review,"""Notify me"" count",Variant(size),Remove from favorite,Impression,Gender,,,Sales,Favorite count,Click count,Basket count,Stock,Price,Rating,Review,"""Notify me"" count",Variant(size),Remove from favorite,Impression,Gender,,,Sales,Favorite count,Click count,Basket count,Stock,Price,Rating,Review,"""Notify me"" count",Variant(size),Remove from favorite,Impression,Gender,,,Sales,Favorite count,Click count,Basket count,Stock,Price,Rating,Review,"""Notify me"" count",Variant(size),Remove from favorite,Impression,Gender,,,Sales,Favorite count,Click count,Basket count,Stock,Price,Rating,Review,"""Notify me"" count",Variant(size),Remove from favorite,Impression,Gender,
948,10,2,411,24,6,4,8,2,1,"S,M,L,XL",6,670,Male,,948,8,8,69,17,5,6,6,1,1,Y,0,591,Female,,948,6,5,373,8,19,8,6,4,4,"S,M,L,XL",14,399,Male,,948,24,17,169,27,8,30,7,0,0,A,3,432,Female,,948,22,17,400,23,13,4,9,13,1,B,7,433,Male,,948,11,3,118,30,3,35,8,3,0,L,10,222,Female,,948,6,6,411,9,7,400,5,0,3,K,0,428,Male,,948,12,3,382,29,3,200,9,4,2,C,8,876,Female,,948,3,3,46,24,11,150,6,0,5,D,15,559,Male,,948,105,27,1532,131,16,10,5,4,29,B,61,2448,Male,,948,68,56,890,242,128,20,9,45,35,A,19,3234,Female,
949,7,2,299,19,6,4,9,7,4,"S,M,L,XL",10,506,Male,,949,10,3,143,19,5,6,5,7,0,Y,13,438,Female,,949,14,0,24,22,7,8,9,3,0,"S,M,L,XL",0,211,Male,,949,0,0,161,19,17,30,5,0,4,A,11,534,Female,,949,27,9,358,27,12,4,5,0,2,B,10,478,Male,,949,10,8,133,24,12,35,9,3,3,L,3,372,Female,,949,0,0,424,12,8,400,6,0,4,K,9,447,Male,,949,27,27,196,8,20,200,6,4,5,C,5,326,Female,,949,6,0,350,10,5,150,10,2,3,D,10,412,Male,,949,53,48,1344,63,37,10,7,4,45,B,59,3194,Male,,949,28,6,492,238,96,20,9,26,40,A,78,4489,Female,
950,9,9,392,19,9,4,5,7,5,"S,M,L,XL",12,630,Male,,950,3,2,55,26,20,6,5,0,2,Y,6,97,Female,,950,12,9,99,27,12,8,7,5,2,"S,M,L,XL",3,528,Male,,950,18,11,361,26,17,30,6,8,0,A,6,451,Female,,950,24,13,260,29,12,4,6,6,3,B,6,558,Male,,950,7,3,430,15,2,35,6,4,0,L,4,780,Female,,950,5,1,68,11,4,400,7,0,5,K,8,320,Male,,950,28,20,262,8,12,200,6,14,2,C,4,528,Female,,950,8,3,282,28,16,150,6,6,3,D,10,695,Male,,950,110,1,1691,118,85,10,9,46,16,B,29,2925,Male,,950,41,8,169,185,192,20,9,3,38,A,30,1951,Female,
951,4,1,151,26,13,4,10,2,3,"S,M,L,XL",9,158,Male,,951,3,1,217,19,4,6,8,0,2,Y,13,588,Female,,951,7,2,452,15,19,8,9,5,2,"S,M,L,XL",0,708,Male,,951,15,10,134,20,7,30,8,14,0,A,14,243,Female,,951,14,7,62,15,20,4,6,8,1,B,1,142,Male,,951,4,4,221,14,11,35,5,2,4,L,11,343,Female,,951,0,0,361,12,5,400,6,0,4,K,4,431,Male,,951,28,18,294,24,6,200,5,3,2,C,12,869,Female,,951,5,0,182,22,2,150,7,2,2,D,8,418,Male,,951,139,8,1515,142,45,10,9,89,20,B,61,2800,Male,,951,136,0,232,224,49,20,10,108,19,A,4,1299,Female,
952,4,2,74,19,3,4,10,3,4,"S,M,L,XL",13,822,Male,,952,7,3,277,26,15,6,6,4,4,Y,10,302,Female,,952,14,0,237,24,6,8,6,5,3,"S,M,L,XL",15,614,Male,,952,3,0,260,12,16,30,9,3,5,A,6,582,Female,,952,16,7,479,24,2,4,6,5,4,B,6,574,Male,,952,4,1,159,21,15,35,6,3,5,L,4,602,Female,,952,2,2,144,11,5,400,5,2,4,K,3,173,Male,,952,5,2,167,8,12,200,7,5,5,C,10,434,Female,,952,14,9,33,15,18,150,10,6,2,D,11,290,Male,,952,72,50,470,136,98,10,10,18,0,B,65,813,Male,,952,94,10,1695,159,80,20,10,51,20,A,97,2915,Female,
953,2,0,17,18,15,4,8,2,2,"S,M,L,XL",6,186,Male,,953,5,1,104,19,16,6,5,1,0,Y,13,594,Female,,953,11,11,88,28,2,8,6,2,5,"S,M,L,XL",13,107,Male,,953,20,19,109,26,12,30,8,19,3,A,8,416,Female,,953,3,0,94,25,9,4,6,0,0,B,0,163,Male,,953,4,0,250,24,12,35,5,2,3,L,5,261,Female,,953,4,1,201,12,2,400,8,4,0,K,3,376,Male,,953,4,4,81,11,10,200,6,4,4,C,1,514,Female,,953,3,1,107,14,3,150,6,1,2,D,4,358,Male,,953,93,79,1781,135,88,10,9,87,17,B,47,3446,Male,,953,149,105,2490,185,132,20,9,129,1,A,33,4574,Female,
954,13,4,44,16,4,4,9,5,5,"S,M,L,XL",0,585,Male,,954,3,2,10,10,12,6,7,3,1,Y,1,511,Female,,954,0,0,252,20,13,8,8,0,0,"S,M,L,XL",9,564,Male,,954,17,7,363,24,18,30,8,12,3,A,11,542,Female,,954,27,6,120,30,9,4,9,14,0,B,11,282,Male,,954,2,1,353,27,7,35,10,1,0,L,9,646,Female,,954,6,5,245,14,9,400,8,3,5,K,8,410,Male,,954,11,11,475,24,2,200,10,4,4,C,5,528,Female,,954,5,3,282,6,9,150,7,0,1,D,0,734,Male,,954,43,38,1336,85,111,10,5,43,16,B,7,1942,Male,,954,10,1,661,50,121,20,8,0,32,A,19,826,Female,
955,13,10,142,22,6,4,5,0,0,"S,M,L,XL",3,796,Male,,955,9,4,431,10,16,6,9,5,5,Y,5,599,Female,,955,13,7,126,27,6,8,5,5,3,"S,M,L,XL",12,370,Male,,955,7,4,498,10,17,30,8,3,3,A,2,546,Female,,955,25,24,54,28,19,4,8,15,0,B,1,425,Male,,955,9,3,293,19,20,35,9,1,1,L,4,294,Female,,955,6,5,430,7,4,400,5,6,2,K,8,471,Male,,955,14,14,365,14,14,200,5,8,3,C,14,919,Female,,955,10,9,70,19,10,150,9,6,0,D,12,386,Male,,955,32,22,1401,82,132,10,8,2,25,B,5,3214,Male,,955,78,8,264,195,177,20,10,69,18,A,26,1165,Female,
956,1,0,464,10,7,4,9,0,1,"S,M,L,XL",7,560,Male,,956,4,3,99,7,7,6,10,3,0,Y,3,146,Female,,956,12,11,367,15,3,8,7,7,0,"S,M,L,XL",1,478,Male,,956,13,1,469,17,15,30,6,12,2,A,9,533,Female,,956,16,5,381,29,8,4,10,0,4,B,11,494,Male,,956,2,0,342,20,20,35,6,0,1,L,11,677,Female,,956,1,0,44,3,5,400,7,1,2,K,14,153,Male,,956,8,5,354,18,19,200,10,8,0,C,12,726,Female,,956,13,6,384,25,8,150,10,4,4,D,13,481,Male,,956,83,47,1290,87,121,10,6,68,20,B,51,2349,Male,,956,31,27,2164,90,106,20,7,22,22,A,71,3528,Female,
957,9,7,183,30,11,4,7,6,2,"S,M,L,XL",5,414,Male,,957,6,3,53,24,7,6,6,0,3,Y,9,359,Female,,957,17,10,298,30,12,8,5,5,3,"S,M,L,XL",0,329,Male,,957,5,4,364,27,16,30,7,3,2,A,3,659,Female,,957,14,5,198,27,10,4,8,5,2,B,3,534,Male,,957,8,1,146,29,6,35,5,6,3,L,13,364,Female,,957,6,4,440,15,8,400,6,3,0,K,4,465,Male,,957,4,0,261,28,3,200,7,0,3,C,12,937,Female,,957,13,11,304,10,14,150,5,9,3,D,2,774,Male,,957,81,52,104,97,20,10,8,65,42,B,30,1307,Male,,957,9,1,561,239,141,20,8,4,44,A,59,716,Female,
958,1,0,130,14,15,4,7,1,3,"S,M,L,XL",0,774,Male,,958,6,0,153,11,9,6,7,3,0,Y,14,406,Female,,958,3,1,93,5,9,8,8,1,5,"S,M,L,XL",3,271,Male,,958,15,4,133,28,11,30,9,12,3,A,7,222,Female,,958,15,2,54,22,6,4,6,0,3,B,7,297,Male,,958,7,4,347,18,19,35,8,3,4,L,4,458,Female,,958,4,4,130,7,10,400,9,0,5,K,0,359,Male,,958,15,4,210,26,16,200,8,6,1,C,8,411,Female,,958,13,5,92,17,18,150,6,6,3,D,2,492,Male,,958,84,32,183,92,46,10,5,83,21,B,14,2173,Male,,958,129,102,1554,146,41,20,10,71,50,A,78,2561,Female,
959,14,5,257,14,9,4,7,0,3,"S,M,L,XL",0,622,Male,,959,5,3,284,28,2,6,5,3,5,Y,5,320,Female,,959,9,3,51,23,10,8,10,9,0,"S,M,L,XL",0,270,Male,,959,24,7,429,28,11,30,9,23,5,A,1,508,Female,,959,7,5,431,8,10,4,5,3,1,B,6,477,Male,,959,10,10,346,10,5,35,6,0,3,L,12,502,Female,,959,3,0,457,15,9,400,9,0,4,K,5,499,Male,,959,0,0,269,14,12,200,6,0,1,C,11,624,Female,,959,10,7,373,9,14,150,10,1,4,D,14,752,Male,,959,64,38,1288,126,69,10,8,27,26,B,65,2243,Male,,959,92,11,2407,158,25,20,8,25,16,A,30,4565,Female,
960,2,0,177,9,6,4,10,0,4,"S,M,L,XL",12,524,Male,,960,1,1,34,13,17,6,8,0,5,Y,4,494,Female,,960,2,0,111,4,16,8,10,2,2,"S,M,L,XL",9,425,Male,,960,5,4,177,24,18,30,7,1,5,A,3,661,Female,,960,29,28,58,29,3,4,8,3,0,B,8,235,Male,,960,13,2,401,14,2,35,10,1,4,L,4,598,Female,,960,1,0,16,11,3,400,5,1,3,K,5,339,Male,,960,11,6,336,26,11,200,10,0,0,C,8,958,Female,,960,7,4,407,15,6,150,5,0,2,D,5,699,Male,,960,85,35,806,99,99,10,8,60,15,B,50,1179,Male,,960,19,3,967,121,99,20,10,12,29,A,38,2807,Female,
961,0,0,392,12,6,4,9,0,4,"S,M,L,XL",13,787,Male,,961,4,2,254,22,7,6,9,0,3,Y,1,326,Female,,961,15,9,251,30,15,8,9,0,0,"S,M,L,XL",10,354,Male,,961,23,19,273,28,11,30,10,15,1,A,13,665,Female,,961,27,26,200,29,11,4,6,6,1,B,8,523,Male,,961,14,13,326,14,8,35,7,5,4,L,6,707,Female,,961,2,1,13,5,4,400,10,2,4,K,10,38,Male,,961,8,7,138,30,12,200,10,7,3,C,3,576,Female,,961,3,0,132,14,15,150,5,3,3,D,1,207,Male,,961,47,16,105,140,111,10,6,33,22,B,51,1504,Male,,961,131,17,2238,173,177,20,9,79,50,A,23,4680,Female,
962,13,4,248,23,11,4,10,10,1,"S,M,L,XL",0,919,Male,,962,7,1,29,14,11,6,10,3,3,Y,15,304,Female,,962,8,6,459,8,11,8,6,7,5,"S,M,L,XL",11,574,Male,,962,20,8,397,20,5,30,9,0,0,A,7,631,Female,,962,16,1,196,26,20,4,9,10,1,B,11,535,Male,,962,5,2,355,30,7,35,9,4,2,L,4,525,Female,,962,2,1,49,15,3,400,8,0,3,K,2,92,Male,,962,14,0,474,14,10,200,10,7,2,C,3,603,Female,,962,14,12,477,30,9,150,6,7,1,D,4,583,Male,,962,49,25,133,144,93,10,8,42,9,B,43,1409,Male,,962,114,66,775,245,161,20,8,17,49,A,88,2289,Female,
963,4,4,449,8,15,4,9,1,4,"S,M,L,XL",0,943,Male,,963,5,2,487,19,5,6,6,5,5,Y,3,530,Female,,963,10,7,158,30,7,8,6,5,2,"S,M,L,XL",15,306,Male,,963,6,1,360,14,13,30,9,4,5,A,9,613,Female,,963,16,2,308,20,8,4,7,16,0,B,10,579,Male,,963,9,9,266,20,20,35,7,5,1,L,12,518,Female,,963,3,0,301,7,4,400,6,1,2,K,5,487,Male,,963,20,7,377,29,15,200,9,15,1,C,14,876,Female,,963,2,1,197,19,4,150,7,2,5,D,2,827,Male,,963,88,10,454,114,113,10,7,41,12,B,9,2092,Male,,963,32,9,1626,225,32,20,10,13,22,A,31,1905,Female,
964,14,7,67,28,4,4,9,8,3,"S,M,L,XL",7,476,Male,,964,3,1,132,16,8,6,7,2,0,Y,12,519,Female,,964,17,17,308,19,15,8,5,5,0,"S,M,L,XL",1,674,Male,,964,2,0,352,23,10,30,7,2,2,A,10,377,Female,,964,22,7,445,25,18,4,9,10,3,B,9,581,Male,,964,12,2,147,18,16,35,7,7,5,L,14,408,Female,,964,2,2,462,2,6,400,9,2,0,K,4,475,Male,,964,27,17,321,5,11,200,6,8,1,C,12,599,Female,,964,2,0,207,6,17,150,6,2,2,D,10,383,Male,,964,5,3,614,123,141,10,9,4,19,B,46,2358,Male,,964,51,49,259,158,147,20,10,29,41,A,1,3404,Female,
965,6,5,63,19,6,4,8,1,2,"S,M,L,XL",9,336,Male,,965,5,2,499,23,14,6,8,1,4,Y,7,543,Female,,965,9,8,130,12,20,8,10,1,4,"S,M,L,XL",15,589,Male,,965,18,7,251,29,20,30,10,15,3,A,4,653,Female,,965,10,6,483,11,18,4,10,9,1,B,15,565,Male,,965,0,0,435,17,9,35,9,0,0,L,9,762,Female,,965,5,3,47,12,10,400,7,0,4,K,14,106,Male,,965,8,5,472,29,10,200,10,8,0,C,0,484,Female,,965,1,1,67,26,19,150,10,1,5,D,9,378,Male,,965,140,3,1751,148,96,10,8,15,2,B,5,3217,Male,,965,58,12,1460,223,66,20,10,28,4,A,54,2834,Female,
966,14,1,327,23,8,4,5,13,4,"S,M,L,XL",4,668,Male,,966,4,4,67,13,17,6,10,4,0,Y,14,423,Female,,966,2,1,359,3,2,8,5,0,4,"S,M,L,XL",14,665,Male,,966,18,8,260,23,3,30,9,17,0,A,11,637,Female,,966,3,0,344,18,13,4,7,0,2,B,5,431,Male,,966,12,2,382,26,11,35,9,10,0,L,11,746,Female,,966,5,2,318,9,6,400,5,3,3,K,9,326,Male,,966,25,3,105,16,14,200,9,22,1,C,4,432,Female,,966,4,1,327,18,7,150,5,1,5,D,13,714,Male,,966,108,62,141,109,97,10,10,44,33,B,15,1914,Male,,966,96,48,884,170,69,20,7,72,46,A,49,1962,Female,
967,12,3,446,14,12,4,6,5,3,"S,M,L,XL",8,618,Male,,967,9,7,477,13,13,6,7,8,1,Y,10,525,Female,,967,7,2,218,13,3,8,8,6,3,"S,M,L,XL",9,469,Male,,967,18,11,472,22,2,30,5,7,0,A,13,560,Female,,967,4,2,467,25,11,4,5,4,5,B,6,531,Male,,967,3,3,278,14,3,35,8,2,5,L,12,601,Female,,967,4,0,229,7,6,400,5,2,4,K,6,299,Male,,967,14,13,50,15,14,200,6,10,4,C,13,118,Female,,967,3,3,379,8,12,150,6,0,1,D,9,634,Male,,967,8,4,867,9,6,10,8,1,5,B,16,1926,Male,,967,0,0,2442,6,7,20,10,0,47,A,75,2928,Female,
968,6,4,20,21,13,4,6,4,0,"S,M,L,XL",12,609,Male,,968,0,0,184,30,15,6,6,0,5,Y,4,434,Female,,968,0,0,24,30,11,8,6,0,1,"S,M,L,XL",11,36,Male,,968,7,7,416,27,10,30,7,0,3,A,5,494,Female,,968,22,15,50,29,20,4,7,22,4,B,5,396,Male,,968,9,1,45,18,12,35,10,4,2,L,13,115,Female,,968,3,2,335,3,4,400,7,2,2,K,4,408,Male,,968,23,2,382,24,16,200,8,1,2,C,5,459,Female,,968,14,6,352,17,10,150,8,12,2,D,15,907,Male,,968,130,121,1141,144,40,10,10,57,2,B,42,2978,Male,,968,97,46,795,226,139,20,7,68,8,A,85,2789,Female,
969,8,4,151,11,5,4,7,1,0,"S,M,L,XL",10,547,Male,,969,0,0,115,6,2,6,5,0,1,Y,3,404,Female,,969,15,9,234,17,13,8,10,9,5,"S,M,L,XL",8,289,Male,,969,3,2,292,18,18,30,6,0,4,A,6,482,Female,,969,10,1,338,20,8,4,7,5,2,B,14,499,Male,,969,1,0,287,5,15,35,5,1,1,L,3,711,Female,,969,3,1,230,5,7,400,9,3,5,K,4,417,Male,,969,12,0,432,6,5,200,5,9,4,C,7,634,Female,,969,6,5,201,13,3,150,7,1,0,D,3,208,Male,,969,21,6,1833,118,84,10,8,9,36,B,37,2806,Male,,969,87,8,2229,179,125,20,7,77,29,A,74,2310,Female,
970,13,3,354,25,15,4,10,10,3,"S,M,L,XL",15,477,Male,,970,0,0,216,13,12,6,7,0,2,Y,13,443,Female,,970,6,4,307,22,7,8,10,6,3,"S,M,L,XL",7,481,Male,,970,15,12,85,24,7,30,10,8,4,A,0,107,Female,,970,27,2,181,29,3,4,5,13,0,B,9,262,Male,,970,5,4,405,11,16,35,8,1,3,L,11,609,Female,,970,5,2,53,6,2,400,6,1,2,K,9,123,Male,,970,11,4,252,13,12,200,7,2,1,C,5,481,Female,,970,2,0,246,29,18,150,10,1,3,D,9,573,Male,,970,53,4,337,97,128,10,9,49,24,B,24,978,Male,,970,66,51,2473,151,160,20,9,53,27,A,45,2843,Female,
971,10,0,214,28,12,4,7,1,0,"S,M,L,XL",6,465,Male,,971,5,3,57,6,9,6,7,2,3,Y,2,193,Female,,971,11,3,44,24,18,8,10,9,2,"S,M,L,XL",7,410,Male,,971,7,7,330,29,15,30,6,3,5,A,12,398,Female,,971,15,0,46,25,11,4,10,14,4,B,9,224,Male,,971,9,8,295,17,4,35,7,0,3,L,13,800,Female,,971,1,1,178,4,8,400,8,1,1,K,4,282,Male,,971,20,1,449,13,9,200,6,9,4,C,10,879,Female,,971,13,8,334,16,11,150,8,0,0,D,4,475,Male,,971,62,5,1736,113,21,10,10,50,4,B,36,2586,Male,,971,1,0,388,188,118,20,8,1,49,A,19,591,Female,
972,3,0,302,27,9,4,9,3,5,"S,M,L,XL",11,345,Male,,972,1,1,412,9,11,6,9,0,2,Y,0,450,Female,,972,5,2,376,11,16,8,8,3,3,"S,M,L,XL",0,479,Male,,972,8,4,276,16,17,30,5,8,1,A,15,480,Female,,972,17,17,181,17,6,4,9,11,0,B,9,246,Male,,972,8,0,41,14,4,35,9,6,2,L,2,407,Female,,972,1,0,485,14,5,400,5,1,2,K,10,489,Male,,972,9,1,320,30,5,200,5,9,5,C,0,768,Female,,972,5,0,436,28,19,150,7,5,4,D,5,549,Male,,972,3,0,1640,68,126,10,5,0,12,B,8,1802,Male,,972,2,0,1596,51,98,20,7,0,12,A,10,4059,Female,
973,10,4,305,28,8,4,7,4,2,"S,M,L,XL",11,637,Male,,973,1,1,360,26,8,6,6,0,5,Y,0,477,Female,,973,17,12,270,23,14,8,9,17,3,"S,M,L,XL",9,316,Male,,973,4,1,13,8,12,30,9,0,4,A,12,125,Female,,973,16,0,51,16,15,4,6,1,3,B,15,416,Male,,973,13,2,213,16,7,35,6,13,4,L,8,430,Female,,973,6,2,172,13,7,400,10,5,4,K,15,464,Male,,973,29,11,297,23,11,200,7,12,5,C,5,388,Female,,973,9,8,137,22,8,150,8,8,2,D,13,345,Male,,973,25,24,1680,140,55,10,6,4,44,B,5,2992,Male,,973,5,3,245,123,98,20,7,1,18,A,92,3156,Female,
974,7,3,112,27,12,4,5,1,2,"S,M,L,XL",5,253,Male,,974,0,0,425,27,8,6,5,0,2,Y,9,597,Female,,974,4,2,179,11,12,8,6,1,1,"S,M,L,XL",0,605,Male,,974,15,4,130,29,13,30,5,14,4,A,4,466,Female,,974,12,7,240,16,6,4,10,0,2,B,11,502,Male,,974,11,5,112,27,9,35,10,5,1,L,14,179,Female,,974,3,2,292,9,7,400,5,0,4,K,5,459,Male,,974,29,27,411,30,14,200,7,20,1,C,7,706,Female,,974,13,4,388,26,14,150,6,5,2,D,9,777,Male,,974,121,56,206,145,51,10,5,121,37,B,2,2872,Male,,974,62,21,294,88,184,20,9,24,6,A,74,4467,Female,
975,11,6,393,17,10,4,7,1,2,"S,M,L,XL",10,893,Male,,975,3,3,268,17,15,6,9,0,1,Y,2,443,Female,,975,9,6,33,29,12,8,9,7,0,"S,M,L,XL",3,456,Male,,975,16,9,216,26,20,30,8,16,0,A,8,511,Female,,975,21,1,11,28,7,4,7,15,5,B,10,305,Male,,975,9,5,330,29,8,35,5,7,2,L,4,674,Female,,975,0,0,232,10,10,400,7,0,1,K,11,331,Male,,975,0,0,170,26,3,200,5,0,3,C,0,237,Female,,975,8,6,453,30,18,150,6,7,4,D,10,867,Male,,975,7,3,1895,76,90,10,9,5,46,B,55,1895,Male,,975,39,28,822,158,84,20,8,14,47,A,69,4768,Female,
976,13,11,172,22,16,4,8,12,4,"S,M,L,XL",12,696,Male,,976,4,2,368,28,8,6,6,3,0,Y,7,462,Female,,976,12,9,367,14,5,8,10,5,2,"S,M,L,XL",3,423,Male,,976,4,3,499,4,16,30,10,2,3,A,8,650,Female,,976,12,7,69,22,8,4,6,2,3,B,14,155,Male,,976,8,0,160,22,19,35,10,1,3,L,5,213,Female,,976,0,0,198,8,9,400,6,0,0,K,8,296,Male,,976,6,5,176,29,20,200,7,2,3,C,4,273,Female,,976,7,0,446,28,17,150,10,3,5,D,8,909,Male,,976,16,6,1614,24,65,10,5,4,44,B,12,2339,Male,,976,8,6,553,59,175,20,10,7,18,A,35,4241,Female,
977,1,0,177,7,6,4,8,0,4,"S,M,L,XL",11,909,Male,,977,0,0,402,5,19,6,7,0,4,Y,2,549,Female,,977,4,2,302,7,9,8,9,1,2,"S,M,L,XL",6,404,Male,,977,0,0,302,25,11,30,5,0,1,A,3,452,Female,,977,13,0,309,23,11,4,9,5,1,B,0,599,Male,,977,14,8,154,16,3,35,5,6,0,L,3,366,Female,,977,6,4,453,6,6,400,9,4,1,K,11,474,Male,,977,3,0,326,30,8,200,9,2,4,C,12,488,Female,,977,12,4,477,15,12,150,6,4,2,D,11,990,Male,,977,28,24,1464,150,51,10,5,4,26,B,2,1535,Male,,977,149,54,2278,188,193,20,7,119,4,A,82,4568,Female,
978,9,9,455,19,7,4,9,3,1,"S,M,L,XL",7,604,Male,,978,11,0,355,27,5,6,9,1,3,Y,10,544,Female,,978,10,4,271,15,10,8,10,10,4,"S,M,L,XL",9,764,Male,,978,11,9,484,15,17,30,7,4,4,A,15,645,Female,,978,8,8,342,14,7,4,6,6,3,B,4,388,Male,,978,3,2,293,14,3,35,6,2,0,L,2,782,Female,,978,4,3,409,4,10,400,6,2,0,K,7,484,Male,,978,20,16,497,7,10,200,5,2,0,C,14,553,Female,,978,13,2,30,25,13,150,5,12,5,D,13,671,Male,,978,62,60,1979,124,135,10,5,33,17,B,45,3482,Male,,978,132,58,1393,176,119,20,10,88,35,A,3,2608,Female,
979,0,0,326,21,18,4,6,0,0,"S,M,L,XL",10,612,Male,,979,3,3,420,4,9,6,8,2,1,Y,14,510,Female,,979,14,6,359,14,5,8,7,11,5,"S,M,L,XL",7,735,Male,,979,6,4,111,28,9,30,9,5,2,A,14,359,Female,,979,28,11,173,30,7,4,6,4,4,B,12,221,Male,,979,0,0,65,24,19,35,9,0,2,L,0,254,Female,,979,0,0,181,6,5,400,8,0,5,K,10,328,Male,,979,22,6,237,28,10,200,5,15,3,C,15,592,Female,,979,1,0,367,22,13,150,9,0,5,D,3,715,Male,,979,119,108,158,126,102,10,7,19,25,B,25,2483,Male,,979,70,4,167,103,137,20,7,47,24,A,8,2553,Female,
980,2,1,156,27,19,4,9,2,5,"S,M,L,XL",7,979,Male,,980,1,1,466,27,13,6,8,0,1,Y,9,555,Female,,980,10,3,32,21,2,8,6,4,2,"S,M,L,XL",8,506,Male,,980,15,9,145,16,16,30,6,1,1,A,4,196,Female,,980,0,0,406,4,3,4,7,0,3,B,3,572,Male,,980,8,0,32,11,8,35,5,0,0,L,13,539,Female,,980,1,1,139,4,6,400,8,0,3,K,15,468,Male,,980,7,2,221,11,3,200,6,2,0,C,0,314,Female,,980,7,7,29,17,14,150,8,4,0,D,14,347,Male,,980,16,3,1454,56,118,10,5,15,12,B,49,1602,Male,,980,56,0,873,156,58,20,10,29,20,A,69,1407,Female,
981,4,4,203,25,5,4,5,3,0,"S,M,L,XL",14,469,Male,,981,0,0,386,5,8,6,8,0,2,Y,6,580,Female,,981,5,5,488,18,15,8,8,0,1,"S,M,L,XL",3,702,Male,,981,8,2,454,8,3,30,9,6,1,A,8,551,Female,,981,14,11,30,21,18,4,6,1,2,B,8,318,Male,,981,1,1,327,24,16,35,8,1,5,L,9,763,Female,,981,6,5,246,8,2,400,8,1,2,K,8,443,Male,,981,14,11,252,5,12,200,8,8,5,C,9,634,Female,,981,10,10,60,10,15,150,6,2,0,D,15,615,Male,,981,109,91,987,146,131,10,7,59,40,B,34,2289,Male,,981,78,63,2127,156,179,20,10,76,6,A,5,3932,Female,
982,14,4,476,18,10,4,8,5,4,"S,M,L,XL",5,914,Male,,982,0,0,222,1,3,6,9,0,4,Y,9,355,Female,,982,17,1,235,22,18,8,5,11,4,"S,M,L,XL",14,432,Male,,982,3,2,424,29,10,30,6,0,4,A,0,603,Female,,982,11,0,172,26,10,4,5,4,0,B,10,396,Male,,982,0,0,491,16,19,35,10,0,1,L,12,636,Female,,982,1,1,357,1,6,400,6,0,3,K,10,449,Male,,982,20,9,92,26,3,200,7,5,4,C,11,862,Female,,982,1,1,403,30,6,150,10,0,2,D,4,971,Male,,982,49,3,1673,134,92,10,6,14,35,B,58,2563,Male,,982,68,27,356,168,179,20,9,32,38,A,83,4052,Female,
983,0,0,71,17,10,4,6,0,5,"S,M,L,XL",1,71,Male,,983,10,10,430,25,13,6,5,0,2,Y,15,515,Female,,983,17,14,180,29,10,8,9,10,4,"S,M,L,XL",11,419,Male,,983,9,6,443,20,8,30,8,2,2,A,10,462,Female,,983,3,3,32,16,14,4,7,2,1,B,10,268,Male,,983,6,4,60,28,16,35,9,6,4,L,2,668,Female,,983,0,0,458,14,10,400,9,0,5,K,0,464,Male,,983,19,1,409,23,20,200,5,2,3,C,4,921,Female,,983,6,0,125,8,12,150,10,1,0,D,13,255,Male,,983,148,145,422,149,135,10,7,115,26,B,20,1872,Male,,983,89,70,1112,146,184,20,9,26,45,A,40,4601,Female,
984,12,0,274,28,16,4,5,11,3,"S,M,L,XL",5,673,Male,,984,3,0,93,27,3,6,8,2,0,Y,0,197,Female,,984,8,5,157,26,7,8,9,1,3,"S,M,L,XL",6,377,Male,,984,0,0,315,4,16,30,6,0,3,A,14,493,Female,,984,13,13,432,30,10,4,5,1,4,B,11,557,Male,,984,2,2,330,9,18,35,8,1,4,L,5,536,Female,,984,5,1,81,10,9,400,9,3,0,K,7,237,Male,,984,24,18,47,12,7,200,9,2,1,C,10,865,Female,,984,9,7,287,8,3,150,5,6,2,D,2,821,Male,,984,65,3,330,87,30,10,8,20,45,B,36,1435,Male,,984,38,22,883,199,58,20,9,34,25,A,61,2640,Female,
